"periode","lieu","paramètre","n_Jan","n_Feb","n_Mar","n_Apr","n_May","n_Jun","n_Jul","n_Aug","n_Sep","n_Oct","n_Nov","n_Dec","Annual.x","n_Annual","mois","valeur","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Annual.y","n","periode_lieu"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Mar",-5.55555555555556,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Apr",-5.22222222222222,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"May",-0.0555555555555563,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Jun",4.5,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Jul",7,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Aug",5.44444444444444,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Sep",4.66666666666667,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Oct",-1.11111111111111,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Nov",-4.83333333333333,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,-2.11111111111111,1,"Dec",-9.66666666666667,-10.0555555555556,-10.5555555555556,-5.55555555555556,-5.22222222222222,-0.0555555555555563,4.5,7,5.44444444444444,4.66666666666667,-1.11111111111111,-4.83333333333333,-9.66666666666667,-2.11111111111111,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Jan",-3.88888888888889,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Feb",-2.05555555555556,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Mar",0.777777777777777,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Apr",1.61111111111111,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"May",7.77777777777778,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Jun",13.3888888888889,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Jul",15.5,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Aug",14.6111111111111,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Sep",13.9444444444444,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Oct",6.61111111111111,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Nov",1.27777777777778,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","Tmoyen",1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,"Dec",-3.61111111111111,-3.88888888888889,-2.05555555555556,0.777777777777777,1.61111111111111,7.77777777777778,13.3888888888889,15.5,14.6111111111111,13.9444444444444,6.61111111111111,1.27777777777778,-3.61111111111111,5.5,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Jan",3.1,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Feb",0.4,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Mar",1.8,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Apr",0.6,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"May",0.3,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Jun",0,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Jul",0,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Aug",0,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Sep",0,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Oct",0.3,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Nov",0.4,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","neige",1,1,1,1,1,1,1,1,1,1,1,1,7.9,1,"Dec",1,3.1,0.4,1.8,0.6,0.3,0,0,0,0,0.3,0.4,1,7.9,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Jan",11.5,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Feb",1.07,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Mar",14.8,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Apr",3.98,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"May",0.51,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Jun",0,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Jul",0.63,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Aug",0,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Sep",0,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Oct",2.77,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Nov",1.21,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Lodgepole","precipitation",1,1,1,1,1,1,1,1,1,1,1,1,41.94,1,"Dec",5.47,11.5,1.07,14.8,3.98,0.51,0,0.63,0,0,2.77,1.21,5.47,41.94,1,"1970-1974.Lodgepole"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Jan",7.83333333333333,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Feb",15.0555555555556,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Mar",15.8333333333333,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Apr",18.6666666666667,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"May",25.4444444444444,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Jun",29.9444444444444,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Jul",31.3333333333333,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Aug",34.1111111111111,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Sep",34.6111111111111,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Oct",24.7777777777778,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Nov",16.1111111111111,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmax",1,1,1,1,1,1,1,1,1,1,1,1,21.9444444444444,1,"Dec",9.55555555555556,7.83333333333333,15.0555555555556,15.8333333333333,18.6666666666667,25.4444444444444,29.9444444444444,31.3333333333333,34.1111111111111,34.6111111111111,24.7777777777778,16.1111111111111,9.55555555555556,21.9444444444444,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Jan",-3.22222222222222,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Feb",-3.44444444444444,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Mar",-0.0555555555555563,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Apr",0.111111111111113,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"May",4.27777777777778,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Jun",8.05555555555556,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Jul",11.2777777777778,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Aug",9.83333333333334,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Sep",8,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
"1970-1974","Yosemite","Tmin",1,1,1,1,1,1,1,1,1,1,1,1,2.72222222222222,1,"Oct",3.38888888888889,-3.22222222222222,-3.44444444444444,-0.0555555555555563,0.111111111111113,4.27777777777778,8.05555555555556,11.2777777777778,9.83333333333334,8,3.38888888888889,-1.94444444444444,-3.94444444444445,2.72222222222222,1,"1970-1974.Yosemite"
